name	score
peak_02350	4
peak_02351	2
peak_02352	4
peak_02353	3
peak_02354	4
peak_02355	0
peak_02356	3
peak_02357	1
peak_02358	0
peak_02359	1
peak_02360	0
peak_02361	2
peak_02362	4
peak_02363	3
peak_02364	1
peak_02365	4
peak_02366	2
peak_02367	3
peak_02368	4
peak_02369	1
peak_02370	4
peak_02371	0
peak_02372	3
peak_02373	1
peak_02374	0
peak_02375	0
peak_02376	3
peak_02377	2
peak_02378	1
peak_02379	3
peak_02380	0
peak_02381	4
peak_02382	1
peak_02383	3
peak_02384	3
peak_02385	0
peak_02386	3
peak_02387	0
peak_02388	2
peak_02389	2
peak_02390	0
peak_02391	0
peak_02392	3
peak_02393	2
peak_02394	0
peak_02395	0
peak_02396	4
peak_02397	4
peak_02398	3
peak_02399	4
peak_02400	0
peak_02401	3
peak_02402	0
peak_02403	0
peak_02404	1
peak_02405	4
peak_02406	1
peak_02407	2
peak_02408	2
peak_02409	0
peak_02410	1
peak_02411	2
peak_02412	4
peak_02413	4
peak_02414	1
peak_02415	2
peak_02416	2
peak_02417	2
peak_02418	2
peak_02419	0
peak_02420	3
peak_02421	4
peak_02422	2
peak_02423	2
peak_02424	4
peak_02425	3
peak_02426	1
peak_02427	3
peak_02428	4
peak_02429	3
peak_02430	2
peak_02431	3
peak_02432	0
peak_02433	1
peak_02434	3
peak_02435	1
peak_02436	0
peak_02437	4
peak_02438	0
peak_02439	3
peak_02440	1
peak_02441	0
peak_02442	4
peak_02443	4
peak_02444	1
peak_02445	3
peak_02446	0
peak_02447	2
peak_02448	4
peak_02449	0
peak_02450	4
peak_02451	3
peak_02452	4
peak_02453	1
peak_02454	3
peak_02455	2
peak_02456	2
peak_02457	4
peak_02458	4
peak_02459	0
peak_02460	0
peak_02461	0
peak_02462	0
peak_02463	1
peak_02464	3
peak_02465	3
peak_02466	4
peak_02467	4
peak_02468	2
peak_02469	3
peak_02470	2
peak_02471	1
peak_02472	3
peak_02473	0
peak_02474	4
peak_02475	3
peak_02476	4
peak_02477	1
peak_02478	1
peak_02479	1
peak_02480	3
peak_02481	3
peak_02482	1
peak_02483	1
peak_02484	4
peak_02485	4
peak_02486	1
peak_02487	1
peak_02488	4
peak_02489	1
peak_02490	1
peak_02491	1
peak_02492	1
peak_02493	3
peak_02494	2
peak_02495	1
peak_02496	1
peak_02497	2
peak_02498	2
peak_02499	1
peak_02500	2
peak_02501	3
peak_02502	2
peak_02503	4
peak_02504	4
peak_02505	4
peak_02506	2
peak_02507	1
peak_02508	2
peak_02509	2
peak_02510	0
peak_02511	4
peak_02512	3
peak_02513	2
peak_02514	4
peak_02515	0
peak_02516	1
peak_02517	2
peak_02518	1
peak_02519	2
peak_02520	0
peak_02521	4
peak_02522	2
peak_02523	1
peak_02524	2
peak_02525	4
peak_02526	0
peak_02527	1
peak_02528	0
peak_02529	1
peak_02530	4
peak_02531	2
peak_02532	4
peak_02533	4
peak_02534	2
peak_02535	0
peak_02536	4
peak_02537	4
peak_02538	2
peak_02539	2
peak_02540	4
peak_02541	3
peak_02542	4
peak_02543	4
peak_02544	1
peak_02545	1
peak_02546	0
peak_02547	0
peak_02548	1
peak_02549	4
peak_02550	3
peak_02551	2
peak_02552	0
peak_02553	3
peak_02554	2
peak_02555	0
peak_02556	3
peak_02557	2
peak_02558	2
peak_02559	3
peak_02560	3
peak_02561	2
peak_02562	4
peak_02563	1
peak_02564	1
peak_02565	1
peak_02566	4
peak_02567	4
peak_02568	2
peak_02569	0
peak_02570	3
peak_02571	3
peak_02572	1
peak_02573	0
peak_02574	2
peak_02575	4
peak_02576	4
peak_02577	1
peak_02578	2
peak_02579	1
peak_02580	4
peak_02581	4
peak_02582	1
peak_02583	1
peak_02584	1
peak_02585	1
peak_02586	1
peak_02587	3
peak_02588	3
peak_02589	4
peak_02590	0
peak_02591	1
peak_02592	1
peak_02593	3
peak_02594	0
peak_02595	4
peak_02596	2
peak_02597	0
peak_02598	3
peak_02599	4
peak_02600	1
peak_02601	2
peak_02602	4
peak_02603	2
peak_02604	4
peak_02605	3
peak_02606	1
peak_02607	4
peak_02608	4
peak_02609	1
peak_02610	1
peak_02611	2
peak_02612	3
peak_02613	3
peak_02614	2
peak_02615	2
peak_02616	0
peak_02617	3
peak_02618	3
peak_02619	2
peak_02620	4
peak_02621	1
peak_02622	2
peak_02623	3
peak_02624	0
peak_02625	1
peak_02626	4
peak_02627	0
peak_02628	1
peak_02629	2
peak_02630	4
peak_02631	0
peak_02632	3
peak_02633	0
peak_02634	4
peak_02635	1
peak_02636	2
peak_02637	2
peak_02638	2
peak_02639	2
peak_02640	3
peak_02641	4
peak_02642	3
peak_02643	1
peak_02644	2
peak_02645	4
peak_02646	2
peak_02647	2
peak_02648	1
peak_02649	3
peak_02650	0
peak_02651	3
peak_02652	2
peak_02653	0
peak_02654	4
peak_02655	1
peak_02656	4
peak_02657	2
peak_02658	0
peak_02659	1
peak_02660	1
peak_02661	2
peak_02662	0
peak_02663	4
peak_02664	0
peak_02665	1
peak_02666	3
peak_02667	1
peak_02668	1
peak_02669	0
peak_02670	4
peak_02671	0
peak_02672	3
peak_02673	2
peak_02674	4
peak_02675	4
peak_02676	4
peak_02677	3
peak_02678	1
peak_02679	4
peak_02680	1
peak_02681	2
peak_02682	2
peak_02683	3
peak_02684	1
peak_02685	1
peak_02686	0
peak_02687	2
peak_02688	2
peak_02689	2
peak_02690	2
peak_02691	1
peak_02692	4
peak_02693	1
peak_02694	3
peak_02695	2
peak_02696	0
peak_02697	3
peak_02698	0
peak_02699	4
peak_02700	3
peak_02701	2
peak_02702	0
peak_02703	1
peak_02704	4
peak_02705	2
peak_02706	4
peak_02707	4
peak_02708	4
peak_02709	3
peak_02710	0
peak_02711	2
peak_02712	1
peak_02713	1
peak_02714	3
peak_02715	1
peak_02716	2
peak_02717	3
peak_02718	0
peak_02719	0
peak_02720	0
peak_02721	0
peak_02722	2
peak_02723	1
peak_02724	0
peak_02725	0
peak_02726	1
peak_02727	0
peak_02728	0
peak_02729	3
peak_02730	4
peak_02731	3
peak_02732	0
peak_02733	1
peak_02734	4
peak_02735	3
peak_02736	3
peak_02737	4
peak_02738	0
peak_02739	0
peak_02740	4
peak_02741	1
peak_02742	2
peak_02743	4
peak_02744	4
peak_02745	2
peak_02746	4
peak_02747	3
peak_02748	4
peak_02749	3
peak_02750	2
peak_02751	1
peak_02752	3
peak_02753	4
peak_02754	4
peak_02755	0
peak_02756	3
peak_02757	3
peak_02758	2
peak_02759	4
peak_02760	2
peak_02761	1
peak_02762	4
peak_02763	1
peak_02764	4
peak_02765	1
peak_02766	3
peak_02767	3
peak_02768	2
peak_02769	1
peak_02770	2
peak_02771	3
peak_02772	4
peak_02773	0
peak_02774	4
peak_02775	3
peak_02776	1
peak_02777	4
peak_02778	2
peak_02779	0
peak_02780	0
peak_02781	4
peak_02782	1
peak_02783	4
peak_02784	3
peak_02785	0
peak_02786	4
peak_02787	4
peak_02788	2
peak_02789	0
peak_02790	4
peak_02791	4
peak_02792	3
peak_02793	3
peak_02794	3
peak_02795	3
peak_02796	1
peak_02797	2
peak_02798	0
peak_02799	3
peak_02800	2
peak_02801	1
peak_02802	4
peak_02803	1
peak_02804	1
peak_02805	2
peak_02806	0
peak_02807	0
peak_02808	3
peak_02809	2
peak_02810	0
peak_02811	0
peak_02812	0
peak_02813	0
peak_02814	2
peak_02815	2
peak_02816	0
peak_02817	3
peak_02818	2
peak_02819	4
peak_02820	0
peak_02821	2
peak_02822	4
peak_02823	3
peak_02824	0
peak_02825	0
peak_02826	1
peak_02827	2
peak_02828	2
peak_02829	2
peak_02830	2
peak_02831	4
peak_02832	1
peak_02833	4
peak_02834	2
peak_02835	1
peak_02836	4
peak_02837	4
peak_02838	3
peak_02839	3
peak_02840	3
peak_02841	0
peak_02842	4
peak_02843	2
peak_02844	2
peak_02845	1
peak_02846	4
peak_02847	1
peak_02848	3
peak_02849	2
peak_02850	0
peak_02851	1
peak_02852	3
peak_02853	0
peak_02854	0
peak_02855	0
peak_02856	0
peak_02857	2
peak_02858	0
peak_02859	3
peak_02860	4
peak_02861	1
peak_02862	4
peak_02863	3
peak_02864	0
peak_02865	1
peak_02866	3
peak_02867	3
peak_02868	1
peak_02869	0
peak_02870	0
peak_02871	2
peak_02872	3
peak_02873	4
peak_02874	4
peak_02875	2
peak_02876	3
peak_02877	3
peak_02878	1
peak_02879	0
peak_02880	1
peak_02881	0
peak_02882	0
peak_02883	4
peak_02884	2
peak_02885	2
peak_02886	4
peak_02887	4
peak_02888	3
peak_02889	4
peak_02890	3
peak_02891	4
peak_02892	1
peak_02893	0
peak_02894	3
peak_02895	0
peak_02896	3
peak_02897	4
peak_02898	4
peak_02899	4
peak_02900	0
peak_02901	1
peak_02902	0
peak_02903	2
peak_02904	0
peak_02905	1
peak_02906	1
peak_02907	4
peak_02908	0
peak_02909	2
peak_02910	1
peak_02911	3
peak_02912	1
peak_02913	1
peak_02914	3
peak_02915	3
peak_02916	4
peak_02917	1
peak_02918	0
peak_02919	3
peak_02920	1
peak_02921	3
peak_02922	1
peak_02923	2
peak_02924	0
peak_02925	3
peak_02926	2
peak_02927	1
peak_02928	4
peak_02929	2
peak_02930	1
peak_02931	4
peak_02932	1
peak_02933	0
peak_02934	2
peak_02935	3
peak_02936	2
peak_02937	2
peak_02938	3
peak_02939	2
peak_02940	2
peak_02941	4
peak_02942	3
peak_02943	4
peak_02944	4
peak_02945	0
peak_02946	2
peak_02947	1
peak_02948	1
peak_02949	0
peak_02950	2
peak_02951	4
peak_02952	4
peak_02953	1
peak_02954	0
peak_02955	3
peak_02956	1
peak_02957	3
peak_02958	4
peak_02959	4
peak_02960	0
peak_02961	1
peak_02962	4
peak_02963	1
peak_02964	4
peak_02965	2
peak_02966	4
peak_02967	4
peak_02968	0
peak_02969	1
peak_02970	3
peak_02971	4
peak_02972	1
peak_02973	4
peak_02974	4
peak_02975	0
peak_02976	1
peak_02977	4
peak_02978	4
peak_02979	4
peak_02980	2
peak_02981	1
peak_02982	3
peak_02983	0
peak_02984	0
peak_02985	4
peak_02986	2
peak_02987	3
peak_02988	4
peak_02989	1
peak_02990	3
peak_02991	3
peak_02992	4
peak_02993	3
peak_02994	4
peak_02995	3
peak_02996	0
peak_02997	2
peak_02998	1
peak_02999	2
peak_03000	3
peak_00001	1
peak_00002	1
peak_00003	0
peak_00004	0
peak_00005	2
peak_00006	1
peak_00007	3
peak_00008	3
peak_00009	0
peak_00010	2
peak_00011	1
peak_00012	1
peak_00013	0
peak_00014	1
peak_00015	4
peak_00016	3
peak_00017	0
peak_00018	3
peak_00019	0
peak_00020	4
peak_00021	0
peak_00022	1
peak_00023	3
peak_00024	4
peak_00025	3
peak_00026	1
peak_00027	1
peak_00028	2
peak_00029	1
peak_00030	0
peak_00031	2
peak_00032	0
peak_00033	0
peak_00034	4
peak_00035	1
peak_00036	1
peak_00037	0
peak_00038	0
peak_00039	3
peak_00040	1
peak_00041	1
peak_00042	0
peak_00043	1
peak_00044	1
peak_00045	3
peak_00046	3
peak_00047	3
peak_00048	1
peak_00049	2
peak_00050	1
peak_00051	3
peak_00052	4
peak_00053	0
peak_00054	1
peak_00055	0
peak_00056	4
peak_00057	3
peak_00058	1
peak_00059	3
peak_00060	4
peak_00061	4
peak_00062	4
peak_00063	3
peak_00064	0
peak_00065	0
peak_00066	4
peak_00067	0
peak_00068	2
peak_00069	4
peak_00070	1
peak_00071	1
peak_00072	0
peak_00073	0
peak_00074	1
peak_00075	0
peak_00076	2
peak_00077	1
peak_00078	4
peak_00079	3
peak_00080	4
peak_00081	1
peak_00082	2
peak_00083	1
peak_00084	4
peak_00085	3
peak_00086	4
peak_00087	1
peak_00088	4
peak_00089	1
peak_00090	4
peak_00091	0
peak_00092	1
peak_00093	1
peak_00094	4
peak_00095	3
peak_00096	4
peak_00097	0
peak_00098	2
peak_00099	4
peak_00100	0
peak_00101	2
peak_00102	4
peak_00103	2
peak_00104	3
peak_00105	1
peak_00106	1
peak_00107	2
peak_00108	1
peak_00109	1
peak_00110	2
peak_00111	3
peak_00112	1
peak_00113	2
peak_00114	1
peak_00115	0
peak_00116	3
peak_00117	1
peak_00118	3
peak_00119	3
peak_00120	3
peak_00121	1
peak_00122	1
peak_00123	3
peak_00124	4
peak_00125	2
peak_00126	0
peak_00127	0
peak_00128	1
peak_00129	1
peak_00130	2
peak_00131	2
peak_00132	0
peak_00133	2
peak_00134	4
peak_00135	1
peak_00136	4
peak_00137	1
peak_00138	0
peak_00139	3
peak_00140	3
peak_00141	3
peak_00142	1
peak_00143	2
peak_00144	4
peak_00145	2
peak_00146	0
peak_00147	2
peak_00148	4
peak_00149	2
peak_00150	2
peak_00151	1
peak_00152	1
peak_00153	4
peak_00154	1
peak_00155	3
peak_00156	3
peak_00157	4
peak_00158	2
peak_00159	4
peak_00160	0
peak_00161	3
peak_00162	0
peak_00163	1
peak_00164	2
peak_00165	2
peak_00166	2
peak_00167	0
peak_00168	2
peak_00169	3
peak_00170	0
peak_00171	3
peak_00172	0
peak_00173	4
peak_00174	1
peak_00175	4
peak_00176	0
peak_00177	3
peak_00178	2
peak_00179	0
peak_00180	2
peak_00181	4
peak_00182	0
peak_00183	2
peak_00184	3
peak_00185	3
peak_00186	3
peak_00187	4
peak_00188	2
peak_00189	0
peak_00190	4
peak_00191	0
peak_00192	4
peak_00193	1
peak_00194	2
peak_00195	0
peak_00196	1
peak_00197	2
peak_00198	4
peak_00199	1
peak_00200	1
peak_00201	3
peak_00202	1
peak_00203	2
peak_00204	0
peak_00205	3
peak_00206	4
peak_00207	3
peak_00208	3
peak_00209	2
peak_00210	4
peak_00211	3
peak_00212	3
peak_00213	2
peak_00214	4
peak_00215	2
peak_00216	4
peak_00217	1
peak_00218	1
peak_00219	2
peak_00220	2
peak_00221	1
peak_00222	0
peak_00223	3
peak_00224	3
peak_00225	4
peak_00226	4
peak_00227	2
peak_00228	0
peak_00229	0
peak_00230	1
peak_00231	3
peak_00232	3
peak_00233	4
peak_00234	2
peak_00235	4
peak_00236	0
peak_00237	2
peak_00238	4
peak_00239	3
peak_00240	1
peak_00241	0
peak_00242	3
peak_00243	0
peak_00244	2
peak_00245	3
peak_00246	4
peak_00247	0
peak_00248	0
peak_00249	3
peak_00250	4
peak_00251	0
peak_00252	4
peak_00253	1
peak_00254	4
peak_00255	1
peak_00256	1
peak_00257	0
peak_00258	2
peak_00259	0
peak_00260	4
peak_00261	3
peak_00262	4
peak_00263	3
peak_00264	2
peak_00265	3
peak_00266	3
peak_00267	0
peak_00268	0
peak_00269	1
peak_00270	2
peak_00271	3
peak_00272	2
peak_00273	1
peak_00274	4
peak_00275	0
peak_00276	2
peak_00277	1
peak_00278	2
peak_00279	3
peak_00280	2
peak_00281	3
peak_00282	2
peak_00283	2
peak_00284	2
peak_00285	4
peak_00286	0
peak_00287	4
peak_00288	3
peak_00289	0
peak_00290	2
peak_00291	3
peak_00292	0
peak_00293	1
peak_00294	2
peak_00295	3
peak_00296	3
peak_00297	3
peak_00298	0
peak_00299	0
peak_00300	2
peak_00301	1
peak_00302	1
peak_00303	4
peak_00304	2
peak_00305	2
peak_00306	0
peak_00307	3
peak_00308	4
peak_00309	3
peak_00310	0
peak_00311	2
peak_00312	2
peak_00313	4
peak_00314	2
peak_00315	0
peak_00316	1
peak_00317	4
peak_00318	0
peak_00319	2
peak_00320	2
peak_00321	2
peak_00322	0
peak_00323	2
peak_00324	2
peak_00325	3
peak_00326	3
peak_00327	3
peak_00328	4
peak_00329	0
peak_00330	4
peak_00331	4
peak_00332	0
peak_00333	2
peak_00334	2
peak_00335	4
peak_00336	0
peak_00337	2
peak_00338	0
peak_00339	4
peak_00340	1
peak_00341	0
peak_00342	0
peak_00343	3
peak_00344	4
peak_00345	0
peak_00346	3
peak_00347	4
peak_00348	2
peak_00349	1
peak_00350	1
peak_00351	3
peak_00352	4
peak_00353	0
peak_00354	4
peak_00355	0
peak_00356	3
peak_00357	1
peak_00358	3
peak_00359	1
peak_00360	1
peak_00361	0
peak_00362	1
peak_00363	0
peak_00364	4
peak_00365	4
peak_00366	3
peak_00367	2
peak_00368	1
peak_00369	3
peak_00370	4
peak_00371	3
peak_00372	4
peak_00373	2
peak_00374	4
peak_00375	4
peak_00376	0
peak_00377	4
peak_00378	0
peak_00379	3
peak_00380	4
peak_00381	0
peak_00382	4
peak_00383	3
peak_00384	1
peak_00385	4
peak_00386	4
peak_00387	1
peak_00388	2
peak_00389	1
peak_00390	4
peak_00391	2
peak_00392	1
peak_00393	0
peak_00394	0
peak_00395	2
peak_00396	4
peak_00397	0
peak_00398	0
peak_00399	1
peak_00400	4
peak_00401	3
peak_00402	0
peak_00403	3
peak_00404	0
peak_00405	2
peak_00406	2
peak_00407	0
peak_00408	3
peak_00409	3
peak_00410	2
peak_00411	2
peak_00412	0
peak_00413	4
peak_00414	2
peak_00415	4
peak_00416	3
peak_00417	2
peak_00418	4
peak_00419	1
peak_00420	3
peak_00421	1
peak_00422	0
peak_00423	0
peak_00424	3
peak_00425	1
peak_00426	1
peak_00427	2
peak_00428	4
peak_00429	1
peak_00430	3
peak_00431	1
peak_00432	1
peak_00433	3
peak_00434	1
peak_00435	2
peak_00436	2
peak_00437	4
peak_00438	4
peak_00439	4
peak_00440	3
peak_00441	4
peak_00442	3
peak_00443	2
peak_00444	3
peak_00445	1
peak_00446	1
peak_00447	0
peak_00448	0
peak_00449	2
peak_00450	2
peak_00451	4
peak_00452	4
peak_00453	0
peak_00454	2
peak_00455	4
peak_00456	1
peak_00457	4
peak_00458	1
peak_00459	4
peak_00460	3
peak_00461	0
peak_00462	0
peak_00463	1
peak_00464	3
peak_00465	1
peak_00466	4
peak_00467	3
peak_00468	2
peak_00469	1
peak_00470	1
peak_00471	2
peak_00472	4
peak_00473	2
peak_00474	3
peak_00475	2
peak_00476	4
peak_00477	1
peak_00478	1
peak_00479	4
peak_00480	0
peak_00481	0
peak_00482	0
peak_00483	1
peak_00484	1
peak_00485	4
peak_00486	1
peak_00487	2
peak_00488	2
peak_00489	1
peak_00490	1
peak_00491	2
peak_00492	0
peak_00493	1
peak_00494	1
peak_00495	1
peak_00496	4
peak_00497	1
peak_00498	4
peak_00499	2
peak_00500	0
peak_00501	2
peak_00502	2
peak_00503	0
peak_00504	1
peak_00505	2
peak_00506	1
peak_00507	1
peak_00508	1
peak_00509	0
peak_00510	4
peak_00511	4
peak_00512	3
peak_00513	2
peak_00514	2
peak_00515	3
peak_00516	4
peak_00517	3
peak_00518	2
peak_00519	4
peak_00520	0
peak_00521	4
peak_00522	2
peak_00523	0
peak_00524	3
peak_00525	1
peak_00526	4
peak_00527	4
peak_00528	1
peak_00529	3
peak_00530	1
peak_00531	2
peak_00532	2
peak_00533	4
peak_00534	1
peak_00535	1
peak_00536	4
peak_00537	1
peak_00538	4
peak_00539	1
peak_00540	1
peak_00541	1
peak_00542	0
peak_00543	1
peak_00544	3
peak_00545	4
peak_00546	3
peak_00547	2
peak_00548	2
peak_00549	2
peak_00550	1
peak_00551	4
peak_00552	4
peak_00553	1
peak_00554	3
peak_00555	0
peak_00556	2
peak_00557	3
peak_00558	3
peak_00559	0
peak_00560	1
peak_00561	3
peak_00562	0
peak_00563	1
peak_00564	1
peak_00565	2
peak_00566	4
peak_00567	4
peak_00568	2
peak_00569	4
peak_00570	1
peak_00571	4
peak_00572	3
peak_00573	4
peak_00574	2
peak_00575	2
peak_00576	2
peak_00577	3
peak_00578	2
peak_00579	4
peak_00580	2
peak_00581	3
peak_00582	4
peak_00583	3
peak_00584	3
peak_00585	0
peak_00586	0
peak_00587	4
peak_00588	3
peak_00589	3
peak_00590	2
peak_00591	3
peak_00592	1
peak_00593	2
peak_00594	4
peak_00595	4
peak_00596	2
peak_00597	4
peak_00598	3
peak_00599	2
peak_00600	3
